Name,URL,Tagline,Content,Categories,Logo,Slug,Featured
RecMan,https://www.recman.io/,Our cloud toolbox streamlines workforce management for staffing companies.,"Since our launch in 2013, we have helped over 1,000 enterprise-level companies efficiently manage large workforces with our all-in-one, cloud-based SaaS solution. Available in 26 languages, our platform offers a comprehensive suite of modules for CRM, ATS, staffing, recruitment, and business intelligence, setting a new industry standard. Key features include effective pipeline management, streamlined recruitment processes with an intuitive applicant overview, and easy candidate profile sharing. Our RecMan Employee App ensures accurate time logging, while the Business Intelligence module provides key insights for profitability. With integrations for posting job ads on 30+ job portals, managing calendars and emails, and sending invoices synced to systems like Fortnox and Visma, we truly provide an all-in-one solution. Learn more about how we can help elevate your business at RecMan.",ATS,https://media.licdn.com/dms/image/v2/C4D0BAQFctZ82KaDJTw/company-logo_200_200/company-logo_200_200/0/1668155918198/recman_as_logo?e=1759363200&v=beta&t=SB81HAgUFJ193iK_wjjVVOXHQjXJafrzpQQcfd_2J6g,recman,FALSE
Roosted,https://www.roostedhr.com/,Roosted is AI-driven scheduling for on-demand staff.,"RoostedHR is an AI-powered Worker Management System designed specifically for the gig economy, automating the scheduling and payment of your staff to maximize productivity. In an industry where many companies still rely on Excel and handwritten notes to track time and build schedules, RoostedHR eliminates the inefficiencies that cost hundreds of hours and thousands of dollars. With our platform, scheduling workers becomes seamless, saving time and reducing costs while improving overall workforce management.",Interviewing,https://media.licdn.com/dms/image/v2/D4E0BAQEGsQu7u8FI5A/company-logo_200_200/company-logo_200_200/0/1682606457424/roostedhr_logo?e=1759363200&v=beta&t=ruPdlc5kc6iHBVYkh8ZJM7uoqfmg9aXfybAB8LEBBwQ,roosted,FALSE
Whippy,https://www.whippy.ai/,"The all-in-one SMS, email, and voice platform boosting productivity.","Whippy is a powerful all-in-one SMS, email, and voice platform designed to elevate business productivity through automation and AI. Key features include Team Inbox, Campaigns, Workflow Automations, Sales Sequences, AI Voice, AI Chatbots, and Reviews. By streamlining communication and replacing multiple tools, Whippy empowers businesses to maximize efficiency, enhance customer engagement, and drive growth.",Communication,https://media.licdn.com/dms/image/v2/C560BAQH5dWNDeiQnxA/company-logo_200_200/company-logo_200_200/0/1649442401936/whippyai_logo?e=1759363200&v=beta&t=FWVtHm9B6rtbO-NTEwn5Jxl6DvmKTBHqy6dgrp-j-ao,whippy,FALSE
WorkLLama,https://workllama.com/,Total talent acquisition and engagement suite.,"WorkLLama is an AI-driven talent acquisition and engagement suite, offering a unified platform for all aspects of talent management, including marketing, acquisition, engagement, scheduling, and more. Our mission is to revolutionize the world of work by fostering meaningful connections between employers, job seekers, and employees.",ATS,https://media.licdn.com/dms/image/v2/D560BAQEx_oFjAqARxQ/company-logo_200_200/company-logo_200_200/0/1719866078205/workllama_logo?e=1759363200&v=beta&t=OXYnf4drcUVzc-3CtPYH1sT1MvaSx8gDZ-hl9WPpR9U,workllama,FALSE
WurkNow,https://wurknow.com/,AI-Powered Workforce Management Software for Staffing.,"WurkNow leverages cutting-edge technologies like artificial intelligence and blockchain to create an ecosystem that enables employees and agencies to collaboratively manage the entire workforce experience—from onboarding and placement to compliance and management—all in one place. Our mission is to generate credible data and build trust through technology, enhancing the Blue-Collar Workforce experience. With over 60 years of combined expertise in staffing, software, and compliance, WurkNow sets a new standard for the industry. By incorporating blockchain technology, we ensure secure, irreversible records and a robust audit trail, offering unparalleled security and problem detection for every user.",ATS,https://media.licdn.com/dms/image/v2/D560BAQGj8ShN7wBZXg/company-logo_200_200/company-logo_200_200/0/1728591183688/wurknowtechnology_logo?e=1759363200&v=beta&t=TeagxA0Z3RJLaY_BTtrHJaMYTuUl3h2NDe3qZkel6qI,wurknow,FALSE
Zepply.ai,https://zepply.ai/,"AI-powered hiring made easy—smarter sourcing, better matches, faster hires.","Zepply.Ai is transforming the way companies discover, attract, and hire talent by harnessing the power of artificial intelligence. As an all-in-one, AI-driven recruitment ecosystem, Zepply enables companies to move beyond traditional applicant tracking systems and embrace a new era of smart, efficient hiring.",Sourcing & Search,https://media.licdn.com/dms/image/v2/D4E0BAQGyeAycRTFyzw/company-logo_200_200/B4EZY0hMJFHkBA-/0/1744637838425?e=1759363200&v=beta&t=Ec9ROI0wMigp5r3BncXa-A6waGmThlXfAfRMlldgGYk,zepplyai,FALSE
Endorsed,https://endorsed.com/,Find Your Dream Hire In Seconds.,"Endorsed is the world's best AI talent search platform, used by the fastest growing companies to ensure they hire top talent as efficiently as possible. Acting as your AI recruiting assistant, it streamlines sourcing and applicant review, helping you find the best candidates with speed and precision.",Sourcing & Search,https://media.licdn.com/dms/image/v2/D560BAQGupFYAun5VVQ/company-logo_200_200/company-logo_200_200/0/1719255878607/endorsed_ai_logo?e=1759363200&v=beta&t=MkZvT06ALmliz4XFaGJryRWqb-C6-eyOf_vNELNo9TA,qndorsed,FALSE
iLabor360,https://ilabornetwork.com/#,Vendor Management System for Staffing Firms.,"iLabor360 provides staffing firms with a structured process to manage their third-party vendors, driving more placements and reducing risk. By automating job order distribution and centralizing vendor management, iLabor helps recruiting teams fill more job orders that typically go unfilled. Trusted by top IT recruiting firms like APEX, KForce, and Randstad, iLabor360 optimizes vendor networks, improving candidate submittal speed, compliance, and performance reporting. Built for flexibility, iLabor is cloud-based, ATS-integrated, and offers an open API, streamlining processes, boosting recruiter performance, and enhancing profitability while reducing manual administration.",Vendor Management System (VMS),https://media.licdn.com/dms/image/v2/D560BAQEscENyy_Ofmg/company-logo_200_200/company-logo_200_200/0/1682374685913/ilabor_network_logo?e=1759363200&v=beta&t=vd_xOz4HN6DaIwogTo9ogTbjSlfQsiAsl6iI-57HQMY,ilabor360,FALSE
Sense,https://www.sensehq.com/,AI-powered Talent Engagement Platform.,"Sense is the leading AI-powered Talent Engagement & Automation Platform that transforms the recruitment process by combining personalized, omnichannel candidate experiences with enhanced recruiter efficiency. Trusted by over 1,000 organizations, Sense offers a comprehensive suite of features, including Recruiting Automation, Talent CRM, Campaigns, Candidate Scoring & Matching, AI Chatbot, Text Messaging, Interview Scheduling, and Referrals. With Sense, you can optimize every step of the talent acquisition journey, where advanced technology and intuitive functionality work together seamlessly.",Redeployment,https://media.licdn.com/dms/image/v2/D560BAQE_oxsmgXgWxg/company-logo_200_200/company-logo_200_200/0/1688364852102/sensehq_logo?e=1759363200&v=beta&t=FOPB02DSZM531vkqz5D9HBd1uCkdF5_6I1diV06iKDg,sense,FALSE
compleet,https://compleet.com/en/,The right employees in the right place at the right time.,"The compleet suite is designed to address staff shortages and additional requirements in real time, enabling the efficient hiring of temporary staff in a legally compliant manner while optimizing shift planning. It combines workforce management for internal staff, temporary workers, and freelancers, with vendor management and recruiting, all in a single data cycle. With compleet, you always have visibility into when, where, and on which projects employees are working. Through automation, compleet streamlines recurring operational tasks, closing capacity gaps seamlessly via the software and its partner network. In-house and external personnel are optimally scheduled, making compleet your go-to solution for workforce management, vendor management, and recruiting.",ATS,https://media.licdn.com/dms/image/v2/D560BAQGZXBVNxdqvWQ/company-logo_200_200/company-logo_200_200/0/1681721292476/compleet_group_logo?e=1759363200&v=beta&t=o68pQUroV7wqQ9k5-qRgQJVsROWw72Wxymn8hEZnR5M,compleet,FALSE
MONA AI,https://www.mona-ai.de/en,Automation software for HR and PDL industries using artificial intelligence!,The leading AI software for automated recruiting with our digital employee Mona.,Interviewing,https://media.licdn.com/dms/image/v2/D4D0BAQFx-KB43qjTcg/company-logo_200_200/company-logo_200_200/0/1730899476051/mona_ai_gmbh_logo?e=1759363200&v=beta&t=1wOla4ofNfj-wdIssGfzI3pcmh2Z9CFRgJKGPlWnWhA,monaai,FALSE
KarmaCheck,https://www.karmacheck.com/,Background checks and screenings built for staffing.,"KarmaCheck is a leader in modern background checks and screenings for the staffing industry. With powerful APIs, pre-built integrations, a mobile-first candidate experience, and rapid customer service, KarmaCheck delivers accurate background checks faster. Our platform helps customers build trust with candidates quickly, enabling faster placements. Headed by CEO Eric Ly, co-founder of LinkedIn, KarmaCheck is proud to be at the forefront of modernizing background checks, verifications, and OHS services. Stay updated with our latest innovations in screening technology, hiring compliance, and workforce trends.",Compliance Checks,https://media.licdn.com/dms/image/v2/D560BAQG14DyX83MdTg/company-logo_200_200/company-logo_200_200/0/1712174855406/karmacheck_logo?e=1759363200&v=beta&t=4SDQnb_Rf8q87IF1-nQJtQ_Fl4E0LVUQsop_T96_8go,karmacheck,FALSE
Great Recruiters,https://greatrecruiters.com/,Real-time Experience Management for Recruiters and Staffing Firms.,"Great Recruiters is the only candidate experience and reputation management platform designed specifically for recruiters and staffing firms. With Great Recruiters, you can easily capture real-time candidate feedback, enhance recruiter performance, and strengthen your brand reputation. Founded by Adam Conrad after 18 years in the staffing industry, Great Recruiters was created to transform the reputation of the recruiting industry by empowering recruiters to take control of their reputations. The platform provides real-time dashboards, allowing recruiters to receive valuable feedback and compare their performance to competitors, driving continuous improvement.",Experience & Reputation,https://media.licdn.com/dms/image/v2/C510BAQH7tfs8Ksy-RQ/company-logo_200_200/company-logo_200_200/0/1631376796861?e=1759363200&v=beta&t=9LvUGZpHobjhcKvdoOsLJ-2GC_H0StCNdB04bsBurOM,great-recruiters,FALSE
Sourcr,https://www.sourcr.com/,"Recruiters: build trust, make more placements.","Sourcr is the leading recruiter reviews and marketing platform, helping recruitment agencies quickly build trust and stand out from the competition. In today's market, your online brand is crucial to your success, as clients and candidates often research you before engaging. With 88% of people trusting online reviews as much as personal recommendations, Sourcr makes collecting and showcasing reviews simple and effective. Trusted by over 5,500 recruiters and 1,500 agencies across APAC, Sourcr helps you attract more clients, candidates, and make more placements through a range of powerful features. Take control of your reputation today at sourcr.com.",Experience & Reputation,https://media.licdn.com/dms/image/v2/C4D0BAQGaNpZNs6TQ7Q/company-logo_200_200/company-logo_200_200/0/1631578065488/sourcr_logo?e=1759363200&v=beta&t=RelWTwFX1qb0boWYL5EHealA99ydW5LZQzhVm0jAsy4,sourcr,FALSE
GLYDE,https://glydetalent.com/,"Agentic AI approach to post, attract and screen the best candidates","At GLYDE®, we’ve leveraged our firsthand recruiting experience to build an AI-driven platform that automates and personalizes the top of the hiring funnel—replacing manual tasks with data-backed agents that attract, engage, re-engage and screen candidates at scale. Our Attract module ingests openings and automatically optimizes multi-channel advertising; Reach re-ignites relationships with past talent through tailored outreach; and Screen delivers instant, self-service candidate assessments that sync directly to your ATS. The result: up to 300% more qualified candidates, 100% timely feedback and an end to résumé black holes—so your team can focus on the human connections that matter most.",Pre‑Screening,https://media.licdn.com/dms/image/v2/D4E0BAQEmAJrJf7T9dA/company-logo_200_200/company-logo_200_200/0/1701044445544/glydetalent_logo?e=1759363200&v=beta&t=rUHQqkWS_FbnlCNiZvP2-97J39D7c9tru97GaE-Xkiw,glyde,FALSE
Opus Match,https://www.opusmatch.ai/,AI-powered matching + branded mobile experiences for modern staffing firms.,"Opus Match is an AI-powered matching and mobile platform built for modern staffing firms, boosting recruiter output and delivering branded experiences through Maestro AI Matching, which surfaces the right talent faster, and fully customizable candidate and client mobile apps that are intuitive and easy to use; trusted by leading staffing organizations, Opus Match enables agencies to operate like digital-first marketplaces while staying true to their brand",Parsing & AI Matching,https://media.licdn.com/dms/image/v2/D560BAQF-0-PfrOlCUQ/company-logo_200_200/company-logo_200_200/0/1715354121729/mylong_logo?e=1759363200&v=beta&t=jy7PH8R7iV-VlPajJoQh-9UscGHltw4nJY45YZAjPFo,opusmatch,FALSE
Boostie,https://boostie.com/,"Talent marketing software to attract, engage and convert quality applicants.","Boostie is rethinking how talent acquisition teams market jobs by putting the power of AI and your own ATS data at the center of every campaign. Rather than sinking budget into generic job boards—only to rediscover the same candidates, waste spend on fake or unqualified traffic, and remain in the dark about your own metrics—Boostie’s platform delivers a modern marketing toolkit built around three core pillars: Promote, which cuts job-board costs by reigniting interest among existing candidates and extending reach across display and search networks; Capture, which uses light-touch pop-ups to nurture new visitors into a clean, qualified talent pool around the clock; and Apply, which filters out spam and bots, vets applicants, and hands recruiters ready-to-hire leads without forcing you to overhaul your site or swap ATS systems. With Boostie, you finally own the process, unlock the value of your data, and trace every click through to conversion.",Sales & Marketing,https://media.licdn.com/dms/image/v2/D560BAQEzmz19iCAwaw/company-logo_200_200/company-logo_200_200/0/1730080126951/getboostie_logo?e=1759363200&v=beta&t=BE6TP3YxH2BjoTrXRE2keCgoybMY2RW0QSBuj2dnoVk,boostie,FALSE
Referoo,https://www.referoo.com/,The reference checking company.,"Referoo is the ultimate reference and background-checking solution, bringing every employment check into a single, integrated platform—order, review, and finalize everything in just a few clicks within your HR or ATS system. Choose the checks you need, from standalone reference checks to full background screening and ID verification, and send them all in one candidate-friendly email to streamline engagement and deliver a winning experience. Dive deep into the details that matter—comprehensive references, identity verification, and background checks—while staying compliant with industry and local regulations, and safeguard data integrity by eliminating the hassle and risk of juggling multiple tools. Join thousands of businesses worldwide who trust Referoo to simplify employment checking, enhance candidate experience, and reduce time to hire—book a demo today.",Compliance Checks,https://media.licdn.com/dms/image/v2/D560BAQFbboLeH2xKUA/company-logo_200_200/company-logo_200_200/0/1725501524978/referoo_logo?e=1759363200&v=beta&t=yEVG8Of79v6oktatnkHWpCfqtCPecRfNIY-NDzP5qEQ,referoo,FALSE
Vervoe,https://vervoe.com/,"See people do the job, before they get the job.","Vervoe's mission is to make hiring about performance, not background. We help employers make hiring decisions based on how well candidates can actually do the job instead of how good they look on paper. Vervoe replaces the traditional hiring process with skills assessments and gives every candidate an opportunity to showcase their talent by doing job-related tasks. Then, Vervoe uses machine learning models to automatically rank candidates based on how well they perform. Hundreds of companies have used Vervoe to hire top performers in 10% of the time. Our customers don't spend time doing resume or phone screening. Instead, they deploy skills assessments at the top of the hiring funnel and only meet the most suitable candidates after their skills have already been validated.",Pre‑Screening,https://media.licdn.com/dms/image/v2/C560BAQHwzqfNXDnHsw/company-logo_200_200/company-logo_200_200/0/1669763328575/vervoe_pty_ltd_logo?e=1759363200&v=beta&t=e-LYcgoQ1lt8tn1OlL8aQK-q5Xcahcc_r3PY5NXCRZw,vervoe,FALSE
HireData,https://www.hiredata.com/,The AI-First Growth Engine for Recruitment,HireData - former: Ratecard - is the recruitment automation platform that helps you improve every day by automating and communicating personally at scale as a staffing agency or recruitment team at a corporate. Are you ready to join? Visit https://hiredata.com/ to check out our product.,Automation,https://media.licdn.com/dms/image/v2/D4E0BAQFhZduuVxjV0Q/company-logo_200_200/B4EZbuW1b9HYAQ-/0/1747755686084/hiredata_ai_logo?e=1759363200&v=beta&t=6j-XmOGq3-_XLG-NXf6vldf6w7eCbiDbmz3zJJJL3Ak,hiredata,FALSE
Wonderkind,https://www.wonderkind.com/,Our Talent Attraction Technology inspires millions of candidates to do the job they really love.,"Wonderkind has created an innovative Talent Attraction Technology that automates your social media campaigns that will make job-seekers flock to you. Focus on running your people business and delivering a continuous inflow of candidates to your clients. With Wonderkind, you can easily stay ahead of the competition by attracting and engaging both active and passive candidates while increasing your revenue.",Sales & Marketing,https://media.licdn.com/dms/image/v2/C4D0BAQG4rAKsudFC8Q/company-logo_200_200/company-logo_200_200/0/1631805832310/wonderkind_logo?e=1759363200&v=beta&t=syJByobZEx40_3EPlPgV2CiCf03_2TYWTOfEUoBvjxc,wonderkind,FALSE
Maxim,https://meetmaxim.com/,Your super assistant in recruitment.,"I make recruitment simple, fast, and personal. My smart tools help you effortlessly connect and stay in touch with the right talent, elevating your hiring process to the next level. Whether it’s activating your database or crafting powerful job postings and profiles—I ensure you’re always one step ahead. 𝗥𝗲𝗰𝗿𝘂𝗶𝘁𝗺𝗲𝗻𝘁 𝘄𝗮𝘀 𝗻𝗲𝘃𝗲𝗿 𝘁𝗵𝗶𝘀 𝗽𝗼𝘄𝗲𝗿𝗳𝘂𝗹.",AI Agent,https://media.licdn.com/dms/image/v2/D4E0BAQHjNWFpxUqsoQ/company-logo_200_200/company-logo_200_200/0/1719256409022/meetmaxim_logo?e=1759363200&v=beta&t=3ICqIyeENSDCSRd9INlXWnPV5IneRJUnEUjuO96yREQ,maxim,FALSE
VireUp,https://www.vireup.com/,"Human Led AI for Recruitment | Transparent, Unbiased and Ethical Job Interviews","VireUp is an AI-powered automated video interview and interview-training platform designed to help recruiters make fast, data-driven, and unbiased hiring decisions while giving candidates a fair opportunity and more rewarding experience; by leveraging advanced Natural Language Processing (NLP), VireUp automatically evaluates how satisfactorily each applicant responds to interview questions against the recruiter’s expectations and provides transparent, individualized feedback—explaining the reasoning behind every evaluation to both recruiters and candidates. Book a demo at https://zcal.co/epazarceviren/30min",Interviewing,https://media.licdn.com/dms/image/v2/C4E0BAQGYhEPLZLlN3w/company-logo_200_200/company-logo_200_200/0/1630597568901/vireup_logo?e=1759363200&v=beta&t=_QLeqszRuLr0yk-ACgMNHN5eLkvPt_JZfoel646P5yg,vireup,FALSE
Honeit,https://honeit.com/,"Streamline Scheduling, Screening, Submissions, and Feedback with Honeit's Award-Winning Interview Intelligence Platform.","Honeit’s award-winning talent screening and interview intelligence platform helps recruiters transcribe, summarize, and share interview intelligence to deliver trust, transparency, and authenticity through data-driven communication. In the age of AI, talking to people is one of the most critical and high-value activities in Recruitment, Talent Acquisition, and Hiring. Intake calls with hiring managers and screening calls with candidates are full of valuable human talent insights, soft skills, and information not found on resumes or job descriptions.",Interviewing,https://media.licdn.com/dms/image/v2/D4D0BAQGDDkVmy50y9g/company-logo_200_200/company-logo_200_200/0/1735999161184/honeit_logo?e=1759363200&v=beta&t=PzgokvI76F1pf4Ge2eo7UbEH-FVREwf39FCJPGPomO0,honeit,FALSE
The Staffing Company ,https://www.thestaffing.company	,"Turn candidates into revenue with The Staffing App, the Next-Gen ATS-CRM for Professional Recruiters	","Turn candidates into revenue with The Staffing App, the Next-Gen ATS-CRM for Professional Recruiters : - AI-powered candidate analysis - AI-powered talent pools - Enrich emails and phone numbers - Multi-channel sequences - All your responses in a single inbox - Easily share candidates	",ATS,https://media.licdn.com/dms/image/v2/D4E0BAQHhD99hvKa0nA/company-logo_200_200/company-logo_200_200/0/1718731817926/thestaffing_company_logo?e=1759363200&v=beta&t=OQTUVddB2qW7um-pp9z9qD5qQCGDDq4Pb5sljd5PPcU,thestaffingcompany,FALSE
Pasta HR,www.pastahr.com	,WhatsApp Communication & Application	,"PastaHR simplifies the recruitment of qualified workers – with the help of chat platforms such as WhatsApp or Instagram. Our AI-supported software solution helps to reach, qualify and hire qualified workers. With PastaHR, companies like Siemens, Coop, Helvetia and Autogrill increase the number of qualified applications by over 60% and reduce time-to-hire by more than two weeks. PastaHR is GDPR-compliant and ISO27001 certified and integrates seamlessly with over 40 applicant management systems (ATS) so that all applications and relevant information are automatically available in the ATS. Results with PastaHR: - More applications- through WhatsApp - Better qualified applications - Reduced Time-to-Hire - Better Candidate Experience	",Communication,https://media.licdn.com/dms/image/v2/C4E0BAQFcuNFY0iK-gg/company-logo_200_200/company-logo_200_200/0/1668613778425/pastahr_logo?e=1759363200&v=beta&t=BJZQfNBosn1tCD-DRnIF9IUD2iwcypL6a69YK-JXAe4,pastahr,FALSE
VOAI.app,https://voai.app/,"Built for People, Powered by AI","VOAI.app is an AI-powered voice platform built for people in recruitment, payroll, and other people-first industries, enabling natural, human-like phone conversations at scale. From screening candidates to booking meetings and handling compliance, VOAI’s intelligent voice agents manage high-volume calls with fluency, context, and seamless integration—so you can focus on relationships, not repetitive tasks.",Communication,https://media.licdn.com/dms/image/v2/D4E0BAQE6Dpg7QytWJw/company-logo_200_200/B4EZbTNycvHYAI-/0/1747300329937/voai_app_logo?e=1759363200&v=beta&t=C5VHVmw706px4F0PX0yITkEiyug2GT-3T8_5CsetHZM,Voaiapp,FALSE
Nora AI,https://norahq.com/,Interview 1000 candidates by tomorrow,Nora is an AI interviewer built to conduct interviews for recruiters using voice AI and automatically screen candidates. Recruiting just got 100x more easier.,Interviewing,https://media.licdn.com/dms/image/v2/D560BAQG6WFoy-rWO1w/company-logo_200_200/B56ZWIWbsnHEAM-/0/1741749337472/norahq_logo?e=1759363200&v=beta&t=UG6cqqVxcexhyn9LPAJ6BurcRv0EYU7zMLlPMjbhrjk,Noraai,FALSE
Selection Lab,https://www.selectionlab.com/,"AI-driven technology to make hiring faster, fairer, and extraordinary.","At Selection Lab we’re building the selection process of the future.
Our software reveals true potential that traditional hiring methods often miss. By combining validated psychometrics with cutting-edge AI technology, we're revolutionizing how companies discover and select talent.",Interviewing,https://media.licdn.com/dms/image/v2/D4E0BAQEANfly7ngaiA/company-logo_200_200/B4EZYVXf3KHkAM-/0/1744115204420/the_selection_lab_logo?e=1759363200&v=beta&t=yv2RlNwpK1WAaaPaW5vBC1XwgmIEtt8IThjU-FkCqWM,selection-lab,
Pin.com - AI Recruiting,https://www.pin.com/,AI Optimized Recruitment from First Contact to Scheduled Interviews,"Pin helps you find top talent fast, whether you're a recruiter or a founder. Our advanced search tools, ATS integration, and personalized outreach help you quickly connect with those hard-to-find candidates—saving you time and giving you a competitive edge. We streamline the hiring process so you can focus on building your team and growing your business.",Sourcing & Search,https://media.licdn.com/dms/image/v2/D4D0BAQHXHm1oyQn-mg/company-logo_200_200/company-logo_200_200/0/1714746321818/pindotcom_logo?e=1759363200&v=beta&t=6taOYYrOiUzEFRmpODj1MfOaw_MivIp2M3Nq3nkW5Qs,pin,
Skillmint AI,https://www.skillmint.ai/,Skillmint is your AI interview assistant - built to support hiring teams from first screen to final round.,"We believe interviews should be fair, focused, and skills-first.
Skillmint is your AI assistant to help make that happen - from first screen to final round.",Interviewing,https://media.licdn.com/dms/image/v2/D4E0BAQFjdAIzoZ4lRg/company-logo_200_200/B4EZijgwKzHIAI-/0/1755089929386/skillmint_ai_logo?e=1759363200&v=beta&t=7au4myxGUJ1CjUbtxYyGYYoSKqH6XYjRNPu-nY_9gtw,skillmintai,
